episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,reward,novelty,causal_gain,data_value,cumulative_data_value
498,1.0,100,112,12,0.107143,100.0,60.0,19.285714,18.0,1.071429,1.666667,19.185714,0.07211,0.06,19.182537,0.122191,100.010101,30.00303,13765.70188
499,1.0,82,89,7,0.078652,82.0,60.0,18.150562,18.0,1.008365,1.366667,18.050562,0.073976,0.06,18.049217,0.115125,81.838384,24.551515,13790.253395
500,1.0,95,101,6,0.059406,95.0,60.0,22.856436,18.0,1.269802,1.583333,22.756436,0.073916,0.06,22.756436,0.025419,95.050505,28.515152,13818.768547
501,1.0,94,100,6,0.06,94.0,60.0,22.56,18.0,1.253333,1.566667,22.46,0.073916,0.06,22.46,0.012416,93.949495,28.184848,13846.953395
502,1.0,97,101,4,0.039604,97.0,60.0,25.258416,18.0,1.403245,1.616667,25.158416,0.071877,0.06,25.158416,0.055315,97.080808,29.124242,13876.077638
503,1.0,118,125,7,0.056,118.0,60.0,28.792,18.0,1.599556,1.966667,28.692,0.071477,0.06,28.692,0.245286,117.989899,35.39697,13911.474607
504,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.072693,0.06,20.404285,0.047729,89.707071,26.912121,13938.386729
505,1.0,87,92,5,0.054348,87.0,60.0,21.371739,18.0,1.187319,1.45,21.271739,0.072128,0.06,21.271739,0.065968,86.979798,26.093939,13964.480668
506,1.0,78,86,8,0.093023,78.0,60.0,16.144186,18.0,0.896899,1.3,16.044186,0.07543,0.06,16.041804,0.168792,78.050505,23.415152,13987.895819
507,1.0,79,85,6,0.070588,79.0,60.0,18.123529,18.0,1.006863,1.316667,18.023529,0.076489,0.06,18.022731,0.145125,79.030303,23.709091,14011.60491
508,1.0,92,99,7,0.070707,92.0,60.0,21.094949,18.0,1.171942,1.533333,20.994949,0.07756,0.06,20.994131,0.025093,92.060606,27.618182,14039.223092
509,1.0,86,91,5,0.054945,86.0,60.0,21.074725,18.0,1.170818,1.433333,20.974725,0.077054,0.06,20.974725,0.074694,85.919192,25.775758,14064.99885
510,1.0,89,94,5,0.053191,89.0,60.0,21.965957,18.0,1.220331,1.483333,21.865957,0.076373,0.06,21.865957,0.043988,88.959596,26.687879,14091.686729
511,1.0,100,106,6,0.056604,100.0,60.0,24.339623,18.0,1.352201,1.666667,24.239623,0.076034,0.06,24.239623,0.070743,100.10101,30.030303,14121.717032
512,1.0,94,102,8,0.078431,94.0,60.0,20.827451,18.0,1.157081,1.566667,20.727451,0.077877,0.06,20.72605,0.037939,93.929293,28.178788,14149.895819
513,1.0,103,109,6,0.055046,103.0,60.0,25.230275,18.0,1.401682,1.716667,25.130275,0.077381,0.06,25.130275,0.102989,103.10101,30.930303,14180.826122
514,1.0,89,94,5,0.053191,89.0,60.0,21.965957,18.0,1.220331,1.483333,21.865957,0.076701,0.06,21.865957,0.040862,88.888889,26.666667,14207.492789
515,1.0,93,96,3,0.03125,93.0,60.0,24.99375,18.0,1.388542,1.55,24.89375,0.073826,0.06,24.89375,0.058311,93.151515,27.945455,14235.438244
516,1.0,81,89,8,0.089888,81.0,60.0,17.019101,18.0,0.945506,1.35,16.919101,0.076814,0.06,16.916895,0.134834,80.949495,24.284848,14259.723092
517,1.0,95,99,4,0.040404,95.0,60.0,24.661616,18.0,1.37009,1.583333,24.561616,0.074855,0.06,24.561616,0.045638,95.282828,28.584848,14288.307941
518,1.0,83,90,7,0.077778,83.0,60.0,18.444444,18.0,1.024691,1.383333,18.344444,0.076632,0.06,18.343114,0.10665,82.868687,24.860606,14313.168547
519,1.0,74,80,6,0.075,74.0,60.0,16.65,18.0,0.925,1.233333,16.55,0.078132,0.06,16.548851,0.187866,73.959596,22.187879,14335.356425
520,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.077235,0.06,23.055102,0.023278,93.111111,27.933333,14363.289759
521,1.0,102,109,7,0.06422,102.0,60.0,24.049541,18.0,1.336086,1.7,23.949541,0.077657,0.06,23.949215,0.101243,101.969697,30.590909,14393.880668
522,1.0,84,89,5,0.05618,84.0,60.0,20.480899,18.0,1.137828,1.4,20.380899,0.077275,0.06,20.380899,0.081368,83.838384,25.151515,14419.032183
523,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.076377,0.06,23.055102,0.023023,93.060606,27.918182,14446.950365
524,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.076499,0.06,21.867253,0.001622,91.919192,27.575758,14474.526122
525,1.0,89,93,4,0.043011,89.0,60.0,22.872043,18.0,1.270669,1.483333,22.772043,0.0748,0.06,22.772043,0.048494,88.969697,26.690909,14501.217032
526,1.0,98,104,6,0.057692,98.0,60.0,23.746154,18.0,1.319231,1.633333,23.646154,0.074569,0.06,23.646154,0.057998,98.0,29.4,14530.617032
527,1.0,83,88,5,0.056818,83.0,60.0,20.184091,18.0,1.121338,1.383333,20.084091,0.074251,0.06,20.084091,0.09539,83.0,24.9,14555.517032
528,1.0,82,87,5,0.057471,82.0,60.0,19.887356,18.0,1.104853,1.366667,19.787356,0.073998,0.06,19.787356,0.10189,82.060606,24.618182,14580.135213
529,1.0,84,89,5,0.05618,84.0,60.0,20.480899,18.0,1.137828,1.4,20.380899,0.073616,0.06,20.380899,0.076134,84.161616,25.248485,14605.383698
530,1.0,78,83,5,0.060241,78.0,60.0,18.701205,18.0,1.038956,1.3,18.601205,0.07364,0.06,18.601187,0.132821,78.171717,23.451515,14628.835213
531,1.0,81,86,5,0.05814,81.0,60.0,19.590698,18.0,1.088372,1.35,19.490698,0.073454,0.06,19.490698,0.099792,81.070707,24.321212,14653.156425
532,1.0,95,102,7,0.068627,95.0,60.0,21.980392,18.0,1.221133,1.583333,21.880392,0.074317,0.06,21.879758,0.043645,94.929293,28.478788,14681.635213
533,1.0,110,116,6,0.051724,110.0,60.0,27.310345,18.0,1.517241,1.833333,27.210345,0.073489,0.06,27.210345,0.189857,109.989899,32.99697,14714.632183
534,1.0,88,95,7,0.073684,88.0,60.0,19.915789,18.0,1.106433,1.466667,19.815789,0.074858,0.06,19.814784,0.039583,87.717172,26.315152,14740.947335
535,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.074918,0.06,22.163591,0.017212,93.030303,27.909091,14768.856425
536,1.0,95,101,6,0.059406,95.0,60.0,22.856436,18.0,1.269802,1.583333,22.756436,0.074859,0.06,22.756436,0.033647,95.020202,28.506061,14797.362486
537,1.0,87,93,6,0.064516,87.0,60.0,20.487097,18.0,1.138172,1.45,20.387097,0.075311,0.06,20.386759,0.047572,87.0,26.1,14823.462486
538,1.0,113,123,10,0.081301,113.0,60.0,24.713008,18.0,1.372945,1.883333,24.613008,0.077441,0.06,24.611404,0.212951,113.060606,33.918182,14857.380668
539,1.0,120,127,7,0.055118,120.0,60.0,29.385827,18.0,1.632546,2.0,29.285827,0.076953,0.06,29.285827,0.275458,119.676768,35.90303,14893.283698
540,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.077013,0.06,22.16359,0.005166,92.737374,27.821212,14921.10491
541,1.0,103,111,8,0.072072,103.0,60.0,23.476577,18.0,1.304254,1.716667,23.376577,0.07822,0.06,23.375647,0.100085,102.818182,30.845455,14951.950365
542,1.0,74,79,5,0.063291,74.0,60.0,17.516456,18.0,0.973136,1.233333,17.416456,0.07855,0.06,17.416198,0.1916,73.828283,22.148485,14974.09885
543,1.0,96,104,8,0.076923,96.0,60.0,21.415385,18.0,1.189744,1.6,21.315385,0.080242,0.06,21.314055,0.039849,96.141414,28.842424,15002.941274
544,1.0,98,104,6,0.057692,98.0,60.0,23.746154,18.0,1.319231,1.633333,23.646154,0.080011,0.06,23.646154,0.050774,97.989899,29.39697,15032.338244
545,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.080072,0.06,22.163588,0.00488,92.818182,27.845455,15060.183698
546,1.0,82,86,4,0.046512,82.0,60.0,20.786047,18.0,1.15478,1.366667,20.686047,0.078723,0.06,20.686047,0.109312,82.0,24.6,15084.783698
547,1.0,87,96,9,0.09375,87.0,60.0,17.94375,18.0,0.996875,1.45,17.84375,0.082098,0.06,17.841093,0.080008,87.141414,26.142424,15110.926122
548,1.0,110,118,8,0.067797,110.0,60.0,25.542373,18.0,1.419021,1.833333,25.442373,0.082877,0.06,25.441733,0.183258,110.030303,33.009091,15143.935213
549,1.0,98,105,7,0.066667,98.0,60.0,22.866667,18.0,1.27037,1.633333,22.766667,0.083544,0.06,22.766114,0.061664,97.909091,29.372727,15173.307941
550,1.0,83,88,5,0.056818,83.0,60.0,20.184091,18.0,1.121338,1.383333,20.084091,0.083226,0.06,20.084091,0.092762,82.818182,24.845455,15198.153395
551,1.0,83,88,5,0.056818,83.0,60.0,20.184091,18.0,1.121338,1.383333,20.084091,0.082908,0.06,20.084091,0.090365,82.89899,24.869697,15223.023092
552,1.0,110,117,7,0.059829,110.0,60.0,26.418803,18.0,1.467711,1.833333,26.318803,0.082891,0.06,26.318803,0.182443,109.989899,32.99697,15256.020062
553,1.0,95,104,9,0.086538,95.0,60.0,20.278846,18.0,1.126603,1.583333,20.178846,0.085545,0.06,20.176646,0.05707,94.818182,28.445455,15284.465516
554,1.0,84,92,8,0.086957,84.0,60.0,17.895652,18.0,0.994203,1.4,17.795652,0.08824,0.06,17.793346,0.089704,84.181818,25.254545,15309.720062
555,1.0,76,81,5,0.061728,76.0,60.0,18.108642,18.0,1.006036,1.266667,18.008642,0.088413,0.06,18.008489,0.154425,76.080808,22.824242,15332.544304
556,1.0,77,84,7,0.083333,77.0,60.0,16.683333,18.0,0.926852,1.283333,16.583333,0.090746,0.06,16.58127,0.14776,77.070707,23.121212,15355.665516
557,1.0,96,105,9,0.085714,96.0,60.0,20.571429,18.0,1.142857,1.6,20.471429,0.093318,0.06,20.469095,0.066002,96.050505,28.815152,15384.480668
558,1.0,107,113,6,0.053097,107.0,60.0,26.418584,18.0,1.467699,1.783333,26.318584,0.092628,0.06,26.318584,0.155958,106.89899,32.069697,15416.550365
559,1.0,120,131,11,0.083969,120.0,60.0,25.923664,18.0,1.440204,2.0,25.823664,0.095024,0.06,25.821444,0.284702,119.909091,35.972727,15452.523092
560,1.0,82,89,7,0.078652,82.0,60.0,18.150562,18.0,1.008365,1.366667,18.050562,0.09689,0.06,18.048789,0.109426,81.787879,24.536364,15477.059456
561,1.0,98,105,7,0.066667,98.0,60.0,22.866667,18.0,1.27037,1.633333,22.766667,0.097556,0.06,22.766021,0.056433,98.111111,29.433333,15506.492789
562,1.0,88,95,7,0.073684,88.0,60.0,19.915789,18.0,1.106433,1.466667,19.815789,0.098925,0.06,19.814454,0.047281,88.131313,26.439394,15532.932183
563,1.0,81,85,4,0.047059,81.0,60.0,20.488235,18.0,1.138235,1.35,20.388235,0.097631,0.06,20.388235,0.117326,81.131313,24.339394,15557.271577
564,1.0,81,86,5,0.05814,81.0,60.0,19.590698,18.0,1.088372,1.35,19.490698,0.097445,0.06,19.490698,0.108446,81.010101,24.30303,15581.574607
565,1.0,79,85,6,0.070588,79.0,60.0,18.123529,18.0,1.006863,1.316667,18.023529,0.098503,0.06,18.022498,0.126855,79.060606,23.718182,15605.292789
566,1.0,89,94,5,0.053191,89.0,60.0,21.965957,18.0,1.220331,1.483333,21.865957,0.097823,0.06,21.865957,0.033155,89.131313,26.739394,15632.032183
567,1.0,90,98,8,0.081633,90.0,60.0,19.653061,18.0,1.091837,1.5,19.553061,0.099986,0.06,19.550945,0.037952,89.959596,26.987879,15659.020062
568,1.0,85,90,5,0.055556,85.0,60.0,20.777778,18.0,1.154321,1.416667,20.677778,0.099541,0.06,20.677778,0.066744,85.171717,25.551515,15684.571577
569,1.0,79,85,6,0.070588,79.0,60.0,18.123529,18.0,1.006863,1.316667,18.023529,0.1006,0.06,18.022475,0.124979,79.30303,23.790909,15708.362486
570,1.0,104,108,4,0.037037,104.0,60.0,27.348148,18.0,1.519342,1.733333,27.248148,0.098304,0.06,27.248148,0.136164,104.060606,31.218182,15739.580668
571,1.0,89,97,8,0.082474,89.0,60.0,19.359794,18.0,1.075544,1.483333,19.259794,0.100551,0.06,19.257585,0.045777,88.888889,26.666667,15766.247334
572,1.0,96,101,5,0.049505,96.0,60.0,24.047525,18.0,1.335974,1.6,23.947525,0.099502,0.06,23.947525,0.054166,95.979798,28.793939,15795.041274
573,1.0,104,115,11,0.095652,104.0,60.0,21.252174,18.0,1.180676,1.733333,21.152174,0.103067,0.06,21.148626,0.137573,103.89899,31.169697,15826.210971
574,1.0,105,109,4,0.036697,105.0,60.0,27.646789,18.0,1.535933,1.75,27.546789,0.100737,0.06,27.546789,0.142427,104.89899,31.469697,15857.680668
575,1.0,102,110,8,0.072727,102.0,60.0,23.181818,18.0,1.287879,1.7,23.081818,0.102009,0.06,23.080536,0.099062,101.777778,30.533333,15888.214001
576,1.0,73,76,3,0.039474,73.0,60.0,19.018421,18.0,1.056579,1.216667,18.918421,0.099957,0.06,18.918421,0.201605,72.828283,21.848485,15910.062486
577,1.0,89,99,10,0.10101,89.0,60.0,17.710101,18.0,0.983895,1.483333,17.610101,0.104058,0.06,17.606002,0.077799,89.272727,26.781818,15936.844304
578,1.0,89,95,6,0.063158,89.0,60.0,21.078947,18.0,1.171053,1.483333,20.978947,0.104374,0.06,20.978619,0.031503,89.242424,26.772727,15963.617031
579,1.0,102,106,4,0.037736,102.0,60.0,26.750943,18.0,1.486164,1.7,26.650943,0.102147,0.06,26.650943,0.112864,102.080808,30.624242,15994.241274
580,1.0,88,97,9,0.092784,88.0,60.0,18.235052,18.0,1.013058,1.466667,18.135052,0.105426,0.06,18.131703,0.071054,87.919192,26.375758,16020.617031
581,1.0,96,103,7,0.067961,96.0,60.0,22.275728,18.0,1.23754,1.6,22.175728,0.106222,0.06,22.174889,0.03216,95.979798,28.793939,16049.410971
582,1.0,103,110,7,0.063636,103.0,60.0,24.345455,18.0,1.352525,1.716667,24.245455,0.106585,0.06,24.245068,0.099172,102.858586,30.857576,16080.268547
583,1.0,75,82,7,0.085366,75.0,60.0,16.097561,18.0,0.894309,1.25,15.997561,0.109122,0.06,15.994857,0.186476,75.030303,22.509091,16102.777637
584,1.0,98,103,5,0.048544,98.0,60.0,24.642718,18.0,1.36904,1.633333,24.542718,0.107976,0.06,24.542718,0.065884,98.080808,29.424242,16132.20188
585,1.0,88,95,7,0.073684,88.0,60.0,19.915789,18.0,1.106433,1.466667,19.815789,0.109345,0.06,19.814312,0.04965,87.757576,26.327273,16158.529153
586,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.110561,0.06,20.403824,0.028619,90.040404,27.012121,16185.541274
587,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.110622,0.06,22.163569,0.01379,92.818182,27.845455,16213.386728
588,1.0,98,106,8,0.075472,98.0,60.0,22.003774,18.0,1.222432,1.633333,21.903774,0.112169,0.06,21.902062,0.055795,97.969697,29.390909,16242.777637
589,1.0,106,117,11,0.094017,106.0,60.0,21.834188,18.0,1.21301,1.766667,21.734188,0.115571,0.06,21.730372,0.146567,105.989899,31.79697,16274.574607
590,1.0,97,104,7,0.067308,97.0,60.0,22.571154,18.0,1.253953,1.616667,22.471154,0.116301,0.06,22.470309,0.049007,96.777778,29.033333,16303.60794
591,1.0,94,100,6,0.06,94.0,60.0,22.56,18.0,1.253333,1.566667,22.46,0.116301,0.06,22.46,0.024046,94.050505,28.215152,16331.823092
592,1.0,116,123,7,0.056911,116.0,60.0,28.198374,18.0,1.566576,1.933333,28.098374,0.115993,0.06,28.098374,0.240953,115.838384,34.751515,16366.574607
593,1.0,90,93,3,0.032258,90.0,60.0,24.096774,18.0,1.33871,1.5,23.996774,0.113218,0.06,23.996774,0.075969,89.808081,26.942424,16393.517031
594,1.0,102,108,6,0.055556,102.0,60.0,24.933333,18.0,1.385185,1.7,24.833333,0.112774,0.06,24.833333,0.09539,102.070707,30.621212,16424.138243
595,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.11399,0.06,20.403783,0.030166,90.242424,27.072727,16451.210971
596,1.0,70,74,4,0.054054,70.0,60.0,17.216216,18.0,0.956456,1.166667,17.116216,0.113396,0.06,17.116216,0.228821,70.131313,21.039394,16472.250365
597,1.0,95,101,6,0.059406,95.0,60.0,22.856436,18.0,1.269802,1.583333,22.756436,0.113336,0.06,22.756436,0.029184,95.323232,28.59697,16500.847334
598,1.0,83,90,7,0.077778,83.0,60.0,18.444444,18.0,1.024691,1.383333,18.344444,0.115114,0.06,18.34243,0.099314,83.050505,24.915152,16525.762486
599,1.0,80,87,7,0.08046,80.0,60.0,17.563218,18.0,0.975734,1.333333,17.463218,0.11716,0.06,17.460863,0.124398,79.989899,23.99697,16549.759456
600,1.0,101,106,5,0.04717,101.0,60.0,25.535849,18.0,1.418658,1.683333,25.435849,0.115877,0.06,25.435849,0.100335,101.151515,30.345455,16580.10491
601,1.0,82,86,4,0.046512,82.0,60.0,20.786047,18.0,1.15478,1.366667,20.686047,0.114528,0.06,20.686047,0.108832,81.929293,24.578788,16604.683698
602,1.0,85,92,7,0.076087,85.0,60.0,19.032609,18.0,1.057367,1.416667,18.932609,0.116137,0.06,18.930766,0.073636,85.151515,25.545455,16630.229153
603,1.0,86,91,5,0.054945,86.0,60.0,21.074725,18.0,1.170818,1.433333,20.974725,0.115631,0.06,20.974725,0.060696,86.333333,25.9,16656.129153
604,1.0,99,108,9,0.083333,99.0,60.0,21.45,18.0,1.191667,1.65,21.35,0.117965,0.06,21.347302,0.083337,99.040404,29.712121,16685.841274
605,1.0,79,85,6,0.070588,79.0,60.0,18.123529,18.0,1.006863,1.316667,18.023529,0.119024,0.06,18.02228,0.127539,78.878788,23.663636,16709.50491
606,1.0,79,85,6,0.070588,79.0,60.0,18.123529,18.0,1.006863,1.316667,18.023529,0.120082,0.06,18.022269,0.128112,78.989899,23.69697,16733.20188
607,1.0,90,94,4,0.042553,90.0,60.0,23.170213,18.0,1.287234,1.5,23.070213,0.118338,0.06,23.070213,0.050054,90.0,27.0,16760.20188
608,1.0,82,86,4,0.046512,82.0,60.0,20.786047,18.0,1.15478,1.366667,20.686047,0.116989,0.06,20.686047,0.103812,82.020202,24.606061,16784.80794
609,1.0,98,104,6,0.057692,98.0,60.0,23.746154,18.0,1.319231,1.633333,23.646154,0.116758,0.06,23.646154,0.0695,98.040404,29.412121,16814.220062
610,1.0,101,106,5,0.04717,101.0,60.0,25.535849,18.0,1.418658,1.683333,25.435849,0.115475,0.06,25.435849,0.108009,100.909091,30.272727,16844.492789
611,1.0,80,85,5,0.058824,80.0,60.0,19.294118,18.0,1.071895,1.333333,19.194118,0.115357,0.06,19.194118,0.111829,79.989899,23.99697,16868.489759
612,1.0,75,79,4,0.050633,75.0,60.0,18.702532,18.0,1.03903,1.25,18.602532,0.114421,0.06,18.602532,0.159904,75.141414,22.542424,16891.032183
613,1.0,88,95,7,0.073684,88.0,60.0,19.915789,18.0,1.106433,1.466667,19.815789,0.115789,0.06,19.814224,0.032912,88.282828,26.484848,16917.517031
614,1.0,91,98,7,0.071429,91.0,60.0,20.8,18.0,1.155556,1.516667,20.7,0.116932,0.06,20.698677,0.01596,91.010101,27.30303,16944.820062
615,1.0,82,87,5,0.057471,82.0,60.0,19.887356,18.0,1.104853,1.366667,19.787356,0.116679,0.06,19.787356,0.089527,82.020202,24.606061,16969.426122
616,1.0,102,108,6,0.055556,102.0,60.0,24.933333,18.0,1.385185,1.7,24.833333,0.116235,0.06,24.833333,0.111972,101.989899,30.59697,17000.023092
617,1.0,75,81,6,0.074074,75.0,60.0,16.944444,18.0,0.941358,1.25,16.844444,0.117642,0.06,16.842809,0.163129,74.929293,22.478788,17022.50188
618,1.0,74,79,5,0.063291,74.0,60.0,17.516456,18.0,0.973136,1.233333,17.416456,0.117971,0.06,17.416069,0.168801,74.080808,22.224242,17044.726122
619,1.0,82,88,6,0.068182,82.0,60.0,19.009091,18.0,1.056061,1.366667,18.909091,0.118789,0.06,18.908126,0.087066,82.0,24.6,17069.326122
620,1.0,108,115,7,0.06087,108.0,60.0,25.826087,18.0,1.434783,1.8,25.726087,0.118876,0.06,25.725984,0.172889,108.111111,32.433333,17101.759455
621,1.0,83,88,5,0.056818,83.0,60.0,20.184091,18.0,1.121338,1.383333,20.084091,0.118558,0.06,20.084091,0.079353,82.939394,24.881818,17126.641274
622,1.0,104,112,8,0.071429,104.0,60.0,23.771429,18.0,1.320635,1.733333,23.671429,0.119701,0.06,23.670074,0.134117,104.010101,31.20303,17157.844304
623,1.0,104,110,6,0.054545,104.0,60.0,25.527273,18.0,1.418182,1.733333,25.427273,0.119156,0.06,25.427273,0.132963,103.888889,31.166667,17189.010971
624,1.0,91,95,4,0.042105,91.0,60.0,23.468421,18.0,1.303801,1.516667,23.368421,0.117366,0.06,23.368421,0.042255,90.878788,27.263636,17216.274607
625,1.0,98,105,7,0.066667,98.0,60.0,22.866667,18.0,1.27037,1.633333,22.766667,0.118033,0.06,22.765884,0.074699,97.979798,29.393939,17245.668546
626,1.0,90,99,9,0.090909,90.0,60.0,18.818182,18.0,1.045455,1.5,18.718182,0.121124,0.06,18.714534,0.055616,90.0,27.0,17272.668546
627,1.0,82,88,6,0.068182,82.0,60.0,19.009091,18.0,1.056061,1.366667,18.909091,0.121942,0.06,18.9081,0.088553,81.929293,24.578788,17297.247334
628,1.0,80,84,4,0.047619,80.0,60.0,20.190476,18.0,1.121693,1.333333,20.090476,0.120704,0.06,20.090476,0.111467,80.0,24.0,17321.247334
629,1.0,96,102,6,0.058824,96.0,60.0,23.152941,18.0,1.286275,1.6,23.052941,0.120586,0.06,23.052941,0.055713,96.040404,28.812121,17350.059455
630,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.120709,0.06,21.867199,0.016933,91.818182,27.545455,17377.60491
631,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.120831,0.06,21.867199,0.01583,91.888889,27.566667,17405.171577
632,1.0,96,102,6,0.058824,96.0,60.0,23.152941,18.0,1.286275,1.6,23.052941,0.120713,0.06,23.052941,0.056795,96.030303,28.809091,17433.980668
633,1.0,100,103,3,0.029126,100.0,60.0,27.087379,18.0,1.504854,1.666667,26.987379,0.117626,0.06,26.987379,0.11861,100.141414,30.042424,17464.023092
634,1.0,93,100,7,0.07,93.0,60.0,21.39,18.0,1.188333,1.55,21.29,0.118626,0.06,21.288824,0.02804,92.878788,27.863636,17491.886728
635,1.0,98,105,7,0.066667,98.0,60.0,22.866667,18.0,1.27037,1.633333,22.766667,0.119293,0.06,22.765876,0.074157,98.0,29.4,17521.286728
636,1.0,91,95,4,0.042105,91.0,60.0,23.468421,18.0,1.303801,1.516667,23.368421,0.117503,0.06,23.368421,0.039801,90.969697,27.290909,17548.577637
637,1.0,95,102,7,0.068627,95.0,60.0,21.980392,18.0,1.221133,1.583333,21.880392,0.118366,0.06,21.879378,0.043859,94.959596,28.487879,17577.065516
638,1.0,81,86,5,0.05814,81.0,60.0,19.590698,18.0,1.088372,1.35,19.490698,0.11818,0.06,19.490698,0.099235,81.181818,24.354545,17601.420062
639,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.118241,0.06,22.163565,0.024429,93.393939,28.018182,17629.438243
640,1.0,79,83,4,0.048193,79.0,60.0,19.892771,18.0,1.105154,1.316667,19.792771,0.11706,0.06,19.792771,0.115664,79.0,23.7,17653.138243
641,1.0,72,77,5,0.064935,72.0,60.0,16.924675,18.0,0.94026,1.2,16.824675,0.117553,0.06,16.824098,0.179655,72.242424,21.672727,17674.810971
642,1.0,103,111,8,0.072072,103.0,60.0,23.476577,18.0,1.304254,1.716667,23.376577,0.118761,0.06,23.375157,0.137055,103.020202,30.906061,17705.717031
643,1.0,75,81,6,0.074074,75.0,60.0,16.944444,18.0,0.941358,1.25,16.844444,0.120168,0.06,16.842773,0.144945,74.929293,22.478788,17728.195819
644,1.0,103,107,4,0.037383,103.0,60.0,27.049533,18.0,1.502752,1.716667,26.949533,0.117906,0.06,26.949533,0.148572,103.232323,30.969697,17759.165516
645,1.0,83,90,7,0.077778,83.0,60.0,18.444444,18.0,1.024691,1.383333,18.344444,0.119684,0.06,18.342348,0.068371,82.89899,24.869697,17784.035213
646,1.0,87,93,6,0.064516,87.0,60.0,20.487097,18.0,1.138172,1.45,20.387097,0.120136,0.06,20.386556,0.019413,86.989899,26.09697,17810.132183
647,1.0,106,112,6,0.053571,106.0,60.0,26.121429,18.0,1.45119,1.766667,26.021429,0.119493,0.06,26.021429,0.169117,106.0,31.8,17841.932183
648,1.0,99,104,5,0.048077,99.0,60.0,24.940385,18.0,1.385577,1.65,24.840385,0.1183,0.06,24.840385,0.099733,99.040404,29.712121,17871.644304
649,1.0,91,97,6,0.061856,91.0,60.0,21.671134,18.0,1.203952,1.516667,21.571134,0.118486,0.06,21.570914,0.013226,90.989899,27.29697,17898.941274
650,1.0,97,103,6,0.058252,97.0,60.0,23.449515,18.0,1.302751,1.616667,23.349515,0.118311,0.06,23.349515,0.070914,96.919192,29.075758,17928.017031
651,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.117413,0.06,23.055102,0.036838,92.858586,27.857576,17955.874607
652,1.0,89,97,8,0.082474,89.0,60.0,19.359794,18.0,1.075544,1.483333,19.259794,0.119661,0.06,19.257155,0.045059,89.171717,26.751515,17982.626122
653,1.0,78,85,7,0.082353,78.0,60.0,16.976471,18.0,0.943137,1.3,16.876471,0.121896,0.06,16.873796,0.12889,78.060606,23.418182,18006.044304
654,1.0,108,115,7,0.06087,108.0,60.0,25.826087,18.0,1.434783,1.8,25.726087,0.121983,0.06,25.725981,0.180202,108.060606,32.418182,18038.462486
655,1.0,87,95,8,0.084211,87.0,60.0,18.773684,18.0,1.042982,1.45,18.673684,0.124404,0.06,18.670731,0.056481,86.676768,26.00303,18064.465516
656,1.0,71,77,6,0.077922,71.0,60.0,15.767532,18.0,0.875974,1.183333,15.667532,0.126196,0.06,15.665303,0.196116,70.89899,21.269697,18085.735213
657,1.0,101,105,4,0.038095,101.0,60.0,26.452381,18.0,1.469577,1.683333,26.352381,0.124006,0.06,26.352381,0.117856,101.252525,30.375758,18116.110971
658,1.0,105,114,9,0.078947,105.0,60.0,23.210526,18.0,1.289474,1.75,23.110526,0.125901,0.06,23.108177,0.150478,105.060606,31.518182,18147.629152
659,1.0,81,87,6,0.068966,81.0,60.0,18.713793,18.0,1.039655,1.35,18.613793,0.126797,0.06,18.612664,0.099443,81.151515,24.345455,18171.974607
660,1.0,78,83,5,0.060241,78.0,60.0,18.701205,18.0,1.038956,1.3,18.601205,0.126821,0.06,18.601174,0.12505,78.010101,23.40303,18195.377637
661,1.0,83,86,3,0.034884,83.0,60.0,22.004651,18.0,1.222481,1.383333,21.904651,0.12431,0.06,21.904651,0.089197,83.20202,24.960606,18220.338243
662,1.0,100,110,10,0.090909,100.0,60.0,20.909091,18.0,1.161616,1.666667,20.809091,0.1274,0.06,20.805249,0.114859,100.050505,30.015152,18250.353395
663,1.0,77,83,6,0.072289,77.0,60.0,17.533735,18.0,0.974096,1.283333,17.433735,0.128629,0.06,17.432169,0.137375,76.808081,23.042424,18273.395819
